file_name,mean,std_dev,max,min,median,rms,zero_crossing_rate,skewness,kurtosis
6db_boosted_MS_006_sit_Aor.wav,-0.0069407304,0.2920414,0.9884949,-0.9885559,-0.012268066,0.29212385,0.01360345342356688,-0.0221220494652798,1.2159086557308703
6db_boosted_MS_006_sit_Aor_first_half.wav,-0.0029760047,0.28333938,0.9884949,-0.9885559,-0.009796143,0.283355,0.013678055775316455,0.019040676203425064,1.266274972166526
6db_boosted_MS_006_sit_Aor_second_half.wav,-0.010905454,0.30043918,0.9884949,-0.9885559,-0.015380859,0.30063704,0.013251582278481012,-0.0522295241176234,1.1474863000674365
6db_boosted_MS_006_sit_Mit.wav,-0.01014797,0.24680732,0.9884949,-0.9885559,-0.008331299,0.24701586,0.010303667396496815,0.4096291780753177,3.7774229937067423
6db_boosted_MS_006_sit_Mit_first_half.wav,-0.05018465,0.23100108,0.9884949,-0.9885559,-0.043182373,0.23638952,0.009932505933544304,0.5854151803698112,5.061435829083981
6db_boosted_MS_006_sit_Mit_second_half.wav,0.029888706,0.25546104,0.9884949,-0.9885559,0.029510498,0.25720355,0.010476414161392405,0.22021986006078523,3.2838535277048866
6db_boosted_MS_006_sit_Pul.wav,-0.03973296,0.25956944,0.9884949,-0.9885559,-0.0473938,0.26259285,0.011336211186305732,0.13611287387821216,2.2557912474276858
6db_boosted_MS_006_sit_Pul_first_half.wav,-0.037636876,0.24651983,0.9884949,-0.9885559,-0.045166016,0.24937634,0.01131699960443038,0.07707771543899215,2.4240897355081907
6db_boosted_MS_006_sit_Pul_second_half.wav,-0.041829042,0.27197754,0.9884949,-0.9885559,-0.050109863,0.2751753,0.011137757120253165,0.18337088842963134,2.0628912795322343
6db_boosted_MS_006_sit_Tri.wav,-0.009362936,0.27669445,0.9884949,-0.9885559,-0.017486572,0.27685282,0.011438843550955414,0.11391360642950853,3.9219356956991254
6db_boosted_MS_006_sit_Tri_first_half.wav,-0.010065959,0.29856887,0.9884949,-0.9885559,-0.020355225,0.2987385,0.011687846123417722,0.12006228041515726,3.1573572129671934
6db_boosted_MS_006_sit_Tri_second_half.wav,-0.008659912,0.25293332,0.9884949,-0.9885559,-0.015014648,0.25308153,0.01095851463607595,0.10405660705244625,4.871966264406332
6db_boosted_MS_006_sup_Aor.wav,0.15508553,0.26918313,0.9884949,-0.9885559,0.15820312,0.31066236,0.010378309116242039,-0.1468475750661562,1.6320064146017605
6db_boosted_MS_006_sup_Aor_first_half.wav,0.17721272,0.2660656,0.9884949,-0.9885559,0.18206787,0.31967992,0.009845975079113924,-0.1478453099306843,1.887852266686191
6db_boosted_MS_006_sup_Aor_second_half.wav,0.13295837,0.2704607,0.9884949,-0.9885559,0.13565063,0.30137503,0.010723645174050634,-0.1408862839633101,1.4332534106095087
6db_boosted_MS_006_sup_Mit.wav,0.006360629,0.26837927,0.9884949,-0.9885559,0.0068359375,0.26845464,0.010536922770700638,0.14982828592544115,2.0293171858533086
6db_boosted_MS_006_sup_Mit_first_half.wav,-0.0075055244,0.27330428,0.9884949,-0.9885559,-0.009246826,0.27340734,0.010668018196202531,0.11053186998503464,2.15007050065588
6db_boosted_MS_006_sup_Mit_second_half.wav,0.020226782,0.2626311,0.9884949,-0.9885559,0.021575928,0.2634088,0.010192098496835443,0.20833902524258086,1.8763463899435324
6db_boosted_MS_006_sup_Pul.wav,-0.053914465,0.31661025,0.9884949,-0.9885559,-0.05529785,0.32116792,0.01145439390923567,0.05243013205450751,0.6009794576988727
6db_boosted_MS_006_sup_Pul_first_half.wav,-0.066080846,0.32895532,0.9884949,-0.9885559,-0.068237305,0.33552688,0.010723645174050634,0.0018617190550001134,0.30930435908556975
6db_boosted_MS_006_sup_Pul_second_half.wav,-0.041748077,0.3032762,0.9884949,-0.9885559,-0.04446411,0.3061362,0.011972161787974684,0.1381756917835384,0.9310458053969404
6db_boosted_MS_006_sup_Tri.wav,-0.015233264,0.2684294,0.9884949,-0.9885559,-0.021881104,0.26886132,0.012651771496815286,0.22529988778391624,2.1391456877888135
6db_boosted_MS_006_sup_Tri_first_half.wav,-0.0150881745,0.29864073,0.9884949,-0.9885559,-0.020355225,0.29902163,0.01239245450949367,0.22603222782924162,1.5458588858052185
6db_boosted_MS_006_sup_Tri_second_half.wav,-0.015378357,0.23435524,0.9884949,-0.9885559,-0.023010254,0.23485926,0.012627323971518988,0.2082200113027297,2.7028753890470076
6db_boosted_MS_012_sit_Aor.wav,-0.068647176,0.30019596,0.9884949,-0.9885559,-0.06695557,0.30794486,0.014751069864649682,-0.08319283787887519,0.6430698859797972
6db_boosted_MS_012_sit_Aor_first_half.wav,-0.06974187,0.29230046,0.9884949,-0.9885559,-0.06756592,0.3005054,0.014351760284810127,-0.06390389877221449,0.9523691468645077
6db_boosted_MS_012_sit_Aor_second_half.wav,-0.06755246,0.30788514,0.9884949,-0.9885559,-0.06616211,0.31520882,0.014852403085443038,-0.1005983868574447,0.3747484743055556
6db_boosted_MS_012_sit_Mit.wav,0.005237425,0.116984874,0.9884949,-0.9885559,0.008514404,0.11710205,0.011892914012738854,-0.1141144218810803,8.835400380557463
6db_boosted_MS_012_sit_Mit_first_half.wav,-0.022239618,0.12728336,0.9884949,-0.9885559,-0.018859863,0.12921168,0.011570411392405063,-0.07138733538783902,11.047389622070714
6db_boosted_MS_012_sit_Mit_second_half.wav,0.032714464,0.09828473,0.93411255,-0.44491577,0.03152466,0.10358631,0.011965981012658227,0.338115480630001,3.1783216530446774
6db_boosted_MS_012_sit_Pul.wav,0.08992439,0.21806295,0.9884949,-0.9885559,0.094055176,0.23587675,0.010079742237261146,0.07872387895670505,5.947450483455045
6db_boosted_MS_012_sit_Pul_first_half.wav,0.1157426,0.21407238,0.9884949,-0.9885559,0.1234436,0.24335843,0.009172270569620253,-0.021481197922348327,5.622345780557479
6db_boosted_MS_012_sit_Pul_second_half.wav,0.06410619,0.21895833,0.9884949,-0.9885559,0.065582275,0.22814988,0.010859622231012658,0.1912100873611107,6.661977844570444
6db_boosted_MS_012_sit_Tri.wav,-0.026531937,0.34461746,0.9884949,-0.9885559,-0.026916504,0.3456373,0.012147939888535032,0.15801462846366823,0.6043648969110302
6db_boosted_MS_012_sit_Tri_first_half.wav,0.025857355,0.3405531,0.9884949,-0.9885559,0.014373779,0.34153336,0.01256551621835443,0.1970934951260709,0.6080501995482739
6db_boosted_MS_012_sit_Tri_second_half.wav,-0.07892122,0.3406709,0.9884949,-0.9885559,-0.06781006,0.34969306,0.011496242088607595,0.1305702108357376,0.6199528849284128
6db_boosted_MS_012_sup_Aor.wav,-0.026531937,0.34461746,0.9884949,-0.9885559,-0.026916504,0.3456373,0.012147939888535032,0.15801462846366823,0.6043648969110302
6db_boosted_MS_012_sup_Aor_first_half.wav,0.025857355,0.3405531,0.9884949,-0.9885559,0.014373779,0.34153336,0.01256551621835443,0.1970934951260709,0.6080501995482739
6db_boosted_MS_012_sup_Aor_second_half.wav,-0.07892122,0.3406709,0.9884949,-0.9885559,-0.06781006,0.34969306,0.011496242088607595,0.1305702108357376,0.6199528849284128
6db_boosted_MS_012_sup_Mit.wav,-0.42517716,0.35450548,0.9884949,-0.9885559,-0.4390869,0.55357903,0.00644406847133758,0.41475851583205775,-0.02849822573322358
6db_boosted_MS_012_sup_Mit_first_half.wav,-0.4530044,0.34556916,0.9884949,-0.9885559,-0.47149658,0.569764,0.005680132515822785,0.575684030451298,0.3998819763435084
6db_boosted_MS_012_sup_Mit_second_half.wav,-0.39734995,0.3610838,0.9884949,-0.9885559,-0.40109253,0.5369064,0.0071264339398734175,0.2609393508714634,-0.32376158604550476
6db_boosted_MS_012_sup_Pul.wav,0.06762345,0.39372635,0.9884949,-0.9885559,0.06222534,0.39949137,0.011532145700636943,0.02815968358057361,0.31907080464644055
6db_boosted_MS_012_sup_Pul_first_half.wav,0.071199805,0.41652045,0.9884949,-0.9885559,0.05847168,0.42256206,0.01123046875,0.014050973835715864,0.034301546897742785
6db_boosted_MS_012_sup_Pul_second_half.wav,0.0640471,0.3694942,0.9884949,-0.9885559,0.065460205,0.37500402,0.011613676819620253,0.040153355243900644,0.6581776444655114
6db_boosted_MS_012_sup_Tri.wav,0.023172623,0.31044507,0.9884949,-0.9885559,0.022918701,0.3113087,0.012213251393312101,0.12927933411477438,0.8732659647360053
6db_boosted_MS_012_sup_Tri_first_half.wav,0.038343217,0.3187092,0.9884949,-0.9885559,0.04788208,0.3210074,0.011687846123417722,0.03720581227643672,0.9165478982221789
6db_boosted_MS_012_sup_Tri_second_half.wav,0.008002025,0.30119178,0.9884949,-0.9885559,6.1035156e-05,0.30129802,0.01250988924050633,0.22095856924435195,0.8363173187869486
6db_boosted_MS_014_sit_Aor.wav,-0.018463366,0.15403053,0.9884949,-0.9885559,-0.012145996,0.15513317,0.012073298168789808,-0.011048446361162327,4.562007988209302
6db_boosted_MS_014_sit_Aor_first_half.wav,-0.03483465,0.1828477,0.9884949,-0.9885559,-0.035186768,0.18613632,0.010983237737341773,0.0781392613327238,2.305338053112445
6db_boosted_MS_014_sit_Aor_second_half.wav,-0.0020920837,0.11610985,0.9884949,-0.9885559,-0.00012207031,0.1161287,0.012948724287974684,0.26925543379853567,10.81618459813416
6db_boosted_MS_014_sit_Mit.wav,-0.029723022,0.22275458,0.9884949,-0.9885559,-0.03427124,0.22472887,0.012091958598726115,-0.03071381282531674,1.2510450832326159
6db_boosted_MS_014_sit_Mit_first_half.wav,0.03392495,0.22887982,0.9884949,-0.9885559,0.04586792,0.23138037,0.012627323971518988,-0.26650729170379794,1.099107394466806
6db_boosted_MS_014_sit_Mit_second_half.wav,-0.093371,0.19685301,0.9884949,-0.9885559,-0.099609375,0.21787441,0.01131699960443038,-0.011405676910920707,2.4788116388169383
6db_boosted_MS_014_sit_Pul.wav,-0.009753723,0.14060968,0.9884949,-0.9885559,-0.009857178,0.14094758,0.010776398288216561,0.20698446943632295,8.863099233928395
6db_boosted_MS_014_sit_Pul_first_half.wav,-0.009040492,0.13491826,0.9884949,-0.9885559,-0.009796143,0.13522081,0.0106865605221519,0.047636280862358986,13.943483617075369
6db_boosted_MS_014_sit_Pul_second_half.wav,-0.010466954,0.14607605,0.9884949,-0.8666382,-0.009857178,0.14645058,0.01065565664556962,0.3338317986525838,5.044492881212506
6db_boosted_MS_014_sit_Tri.wav,0.053514868,0.29959172,0.9884949,-0.9885559,0.034576416,0.30433378,0.009967779657643313,-0.036434955001014534,0.831808915487994
6db_boosted_MS_014_sit_Tri_first_half.wav,0.17820583,0.3005365,0.9884949,-0.9885559,0.19567871,0.3493988,0.009042474287974684,-0.5143622574026218,1.392355469564401
