file_name,mean,std_dev,max,min,median,rms,zero_crossing_rate,skewness,kurtosis
6db_boosted_MD_001_sit_Aor.wav,0.0038472577,0.22978698,0.9884949,-0.9885559,0.006713867,0.22981918,0.014850592157643313,-0.42914753322145116,3.6318926064111814
6db_boosted_MD_001_sit_Aor_first_half.wav,0.0078124125,0.23477072,0.9884949,-0.9885559,0.010131836,0.23490067,0.014055083069620253,-0.4738619063224359,3.567119165441733
6db_boosted_MD_001_sit_Aor_second_half.wav,-0.000117897034,0.22462274,0.9884949,-0.9885559,0.0036315918,0.22462276,0.01535304588607595,-0.3827270934793502,3.6967953868760937
6db_boosted_MD_001_sit_Mit.wav,0.026461175,0.28789628,0.9884949,-0.9885559,0.03363037,0.2891098,0.012779284434713377,0.06656169137018637,3.3110082864956585
6db_boosted_MD_001_sit_Mit_first_half.wav,0.030445535,0.2825411,0.9884949,-0.9885559,0.034820557,0.2841767,0.012924001186708861,0.04992745658498168,3.4230183882613883
6db_boosted_MD_001_sit_Mit_second_half.wav,0.022476817,0.29309952,0.9884949,-0.9885559,0.03262329,0.2939601,0.012367731408227849,0.08432041290398117,3.203005063393922
6db_boosted_MD_001_sit_Pul.wav,7.4028394e-05,0.25234273,0.9884949,-0.9885559,0.008270264,0.25234276,0.018825263734076433,-0.23501224979449162,4.905633236971585
6db_boosted_MD_001_sit_Pul_first_half.wav,-0.0080850795,0.26051965,0.9884949,-0.9885559,0.0030212402,0.26064506,0.018647399129746837,-0.2204044974162574,4.156211431901488
6db_boosted_MD_001_sit_Pul_second_half.wav,0.008233136,0.24361873,0.9884949,-0.9885559,0.013793945,0.24375781,0.0186659414556962,-0.23839327974034527,5.823640960569692
6db_boosted_MD_001_sit_Tri.wav,7.4028394e-05,0.25234273,0.9884949,-0.9885559,0.008270264,0.25234276,0.018825263734076433,-0.23501224979449162,4.905633236971585
6db_boosted_MD_001_sit_Tri_first_half.wav,-0.0080850795,0.26051965,0.9884949,-0.9885559,0.0030212402,0.26064506,0.018647399129746837,-0.2204044974162574,4.156211431901488
6db_boosted_MD_001_sit_Tri_second_half.wav,0.008233136,0.24361873,0.9884949,-0.9885559,0.013793945,0.24375781,0.0186659414556962,-0.23839327974034527,5.823640960569692
6db_boosted_MD_001_sup_Aor.wav,0.0019925449,0.1692457,0.9884949,-0.9885559,0.0012817383,0.16925743,0.012518038415605096,-0.322950701297549,10.901217535507385
6db_boosted_MD_001_sup_Aor_first_half.wav,0.007159643,0.173679,0.9884949,-0.9885559,0.0064086914,0.17382652,0.012812747231012658,-0.09218636683495204,10.88552286113125
6db_boosted_MD_001_sup_Aor_second_half.wav,-0.003174553,0.16453093,0.91567993,-0.9885559,-0.004180908,0.16456155,0.012003065664556962,-0.6053691358967404,10.812975751649311
6db_boosted_MD_001_sup_Mit.wav,-0.007314595,0.25751942,0.9884949,-0.9885559,-0.016998291,0.25762326,0.011958225517515924,0.09627774694911133,5.768867284849415
6db_boosted_MD_001_sup_Mit_first_half.wav,-0.0051429053,0.25622207,0.9884949,-0.9885559,-0.015350342,0.2562737,0.011786738528481012,0.08158879477101277,5.822201316483117
6db_boosted_MD_001_sup_Mit_second_half.wav,-0.009486285,0.258792,0.9884949,-0.9885559,-0.018554688,0.25896582,0.011897992484177215,0.111043596090805,5.718588237379528
